Date,month,week_each_month,Newcastle_Coal_Futures,USA_dollar,BCI,BDI,BPI,Ore_future,BPI03_TCA,C5,oil_now_price,oil_futures,P3A_03,Entry_of_coal_vessels,AWT_of_coal_vessels,Entry_of_noncoal_vessels,AWT_of_noncoal_vessels,each_month_week,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,each_month_week1,each_month_week2,each_month_week3,each_month_week4,each_month_week5,month1:each_month_week1,month2:each_month_week1,month3:each_month_week1,month4:each_month_week1,month5:each_month_week1,month6:each_month_week1,month7:each_month_week1,month8:each_month_week1,month9:each_month_week1,month10:each_month_week1,month11:each_month_week1,month12:each_month_week1,month1:each_month_week2,month2:each_month_week2,month3:each_month_week2,month4:each_month_week2,month5:each_month_week2,month6:each_month_week2,month7:each_month_week2,month8:each_month_week2,month9:each_month_week2,month10:each_month_week2,month11:each_month_week2,month12:each_month_week2,month1:each_month_week3,month2:each_month_week3,month3:each_month_week3,month4:each_month_week3,month5:each_month_week3,month6:each_month_week3,month7:each_month_week3,month8:each_month_week3,month9:each_month_week3,month10:each_month_week3,month11:each_month_week3,month12:each_month_week3,month1:each_month_week4,month2:each_month_week4,month3:each_month_week4,month4:each_month_week4,month5:each_month_week4,month6:each_month_week4,month7:each_month_week4,month8:each_month_week4,month9:each_month_week4,month10:each_month_week4,month11:each_month_week4,month12:each_month_week4,month1:each_month_week5,month2:each_month_week5,month3:each_month_week5,month4:each_month_week5,month5:each_month_week5,month6:each_month_week5,month7:each_month_week5,month8:each_month_week5,month9:each_month_week5,month10:each_month_week5,month11:each_month_week5,month12:each_month_week5
2018-08-15,8,3,97.9,96.392,3522.6,1720.8,1407.2,67.962,11275.4,9.6526,69.824,71.818,9342.4,35,3.2,12,0.56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-22,8,4,97.214,95.326,3323.4,1720.8,1566.6,67.662,12549.2,9.6218,72.772,74.034,10951.4,36,2.92,6,0.89,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-29,8,5,100.698,94.72,2910,1634.5,1615.25,67.284,12934.75,8.876,76.076,76.898,11113.75,36,2.12,9,0.46,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-09-05,9,1,104.384,95.18,2490.4,1504.2,1521,67.515,12186.8,8.4854,76.644,77.384,10590.6,38,1.23,9,1.36,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-12,9,2,107.352,94.908,2101.6,1416,1541.4,68.134,12362,7.688,78.108,78.488,11508.4,33,1.11,10,0.33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-19,9,3,106.808,94.026,1841.4,1379,1543.2,68.638,12390,7.3906,78.966,78.796,12465.4,32,1.8,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-26,9,4,108.346,94.104,1918.2,1490.2,1661.8,68.676,13333.6,7.4102,81.846,81.77,13142,28,1.96,11,0.46,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-03,10,1,110.434,95.24,2127.4,1557.8,1696.4,68.814,13608.4,8.9314,85.442,84.962,13289.2,30,1.49,12,1.01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-10,10,2,106.198,95.118,2025.2,1524,1756.6,70.1,14086.2,8.5092,83.052,82.538,13668,25,3.56,10,2.51,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,10,3,106.61,95.176,2173,1571.4,1786.4,71.068,14310.4,8.7054,80.406,80.262,13375.8,36,5.45,8,0.71,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,10,4,107.572,96.044,2385.2,1547.4,1669,72.036,13371,8.6626,78.232,77.39,12164.8,41,4.26,8,0.54,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,10,5,101.886,96.492,2573,1490.4,1533.2,72.8,12287,8.7128,74.088,74.888,11220.2,42,2.52,9,0.55,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-11-07,11,1,100.006,96.258,1973.8,1301,1512.2,74.57,12117.6,7.5762,70.344,71.64,10869.8,37,1.64,10,0.92,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,11,2,97.86,96.8618,1111,1049.8,1479.4,75.018,11838.2,6.1362,66.208,67.018,9694.8,29,2.07,8,0.79,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,11,3,93.548,96.5554,1111,1029,1400,74.8125,11194.6,6.2918,61.218,62.84,8666.2,24,1.59,7,0.1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-28,11,4,95.86,96.967,1957,1279.6,1433.4,72.904,11458.6,8.2056,58.65,59.534,8912.2,31,2.09,11,0.37,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-05,12,1,97.426,96.8242,1915.8,1289.4,1471.4,66.542,11766.2,8.3054,60.466,61.412,9339,29,3.44,7,0.79,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-12,12,2,98.332,97.209,2228.6,1373.6,1460,67.044,11677.4,8.6264,59.51,60.41,9521.8,37,1.85,10,0.76,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-19,12,3,98.478,96.4824,2214.8,1355.2,1477.2,68.682,11825.4,7.5754,54.644,56.256,10326,38,2.04,10,1.35,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-26,12,4,98.4625,96.13525,1905,1271,1421,68.955,11386,6.205,51.03,52.325,10308,40,1.74,8,1.48,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02,1,1,96.815,95.9465,1984.33333333333,1269.66666666667,1362.33333333333,71.395,10919.6666666667,6.668,54.31,55.43,9911.66666666667,35,2.15,11,1.54,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-09,1,2,95.054,95.1766,2032.8,1221,1216.4,74.124,9771.2,6.4992,58.636,59.93,9442.6,29,1.62,11,0.31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-16,1,3,97.908,95.653,1887.2,1097.4,1072.8,74.522,8629.8,6.2518,59.83,60.966,8532.4,38,1.29,10,0.38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-23,1,4,98.788,95.8972,1829.4,990.8,882,74.595,7099.2,6.2536,61.342,61.622,6696.4,26,1.08,14,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-30,1,5,94.458,95.315,1312.8,736.6,615.4,77.87,4945.6,5.2812,61.38,61.508,4701.2,35,1.26,11,1.08,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-02-06,2,1,90.67,96.0488,904.6,620.6,558.6,89.618,4488,4.8646,61.706,62.182,4503.4,40,1.36,5,2.36,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-13,2,2,88.35,96.7686,722,613.6,608,88.838,4895.6,5.1956,63.36,63.672,5487.4,30,1.82,8,0.8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-20,2,3,90.338,96.4426,611.2,632.8,647.8,88.295,5220.6,5.1846,66.582,66.844,6227.2,39,1.68,10,1.15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-27,2,4,91.21,96.1334,476.8,651.8,765.2,87.284,6164,4.9582,64.564,65.492,7406.8,25,2.99,8,1.1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-06,3,1,89.99,97.0202,279,660.4,916.4,85.926,7376.8,4.7562,64.734,65.912,8716.4,35,4.64,12,1.15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-13,3,2,87.048,96.7888,355.6,670.6,850.4,85.39,6846.4,5.5844,65.714,67.038,7885.8,39,3.6,8,0.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-20,3,3,85.918,95.9372,367,705.4,965,85.892,7755.6,5.42,67.344,67.708,8170.4,34,1.9,12,0.47,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-27,3,4,85.96,96.437,183,688.6,1066.8,85.736,8545.4,4.7272,67.248,67.844,7650.4,30,1.18,10,0.62,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-03,4,1,84.83,96.8622,160.8,688.2,1119,90.702,8944.4,4.4856,69.54,69.486,7211.6,28,0.47,11,2.03,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-10,4,2,88.198,96.6452,391.2,725.4,1080.8,93.268,8638.6,4.8532,71.328,71.164,6728.6,28,1.2,7,1.71,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-17,4,3,88.2975,96.75425,464.25,761,1130,93.32,9036,5.3135,70.8725,71.6225,7210.5,23,0.18,14,0.62,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-24,4,4,87.838,97.555,673.5,857.25,1179,93.148,9428.25,6.06975,72.932,73.924,7862.75,33,1.36,8,1.53,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,5,1,87.292,97.4076,1251.8,994.4,1188.6,93.494,9511,7.0942,71.586,71.724,8147.2,42,2.9,9,0.65,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-08,5,2,87.938,97.2688,1229.75,965.75,1192,94.354,9540.75,6.3375,71.252,70.5,8232.75,28,2.08,7,0.26,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-15,5,3,86.234,97.464,1435,1034.6,1238,95.11,9909.8,6.4766,73.322,71.614,8606,30,1.27,4,0.67,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22,5,4,83.838,97.7482,1522.2,1056.6,1274.6,97.086,10204,6.8198,70.888,70.318,9137.4,28,1.19,11,1.52,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-29,5,5,82.358,97.8146,1621.75,1095.5,1333.5,98.6125,10687.5,7.28525,69.29,68.206,10302,30,1.72,8,1.7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-06-05,6,1,78.79,96.9594,1776.6,1128.4,1274.6,97.706,10222.4,7.5418,63.146,61.768,10222,34,2.86,9,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-12,6,2,79.418,96.979,1782,1091.4,1154,103.126,9272.4,7.3174,63.188,61.574,9769.4,28,3.22,5,1.06,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-19,6,3,77.24,96.5974,2038.2,1168,1109.8,106.182,8911.6,7.5992,64.038,62.91,9070,38,3.6,11,0.7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-26,6,4,77.2,95.6542,2429,1309.8,1196.2,108.802,9589.2,7.19,66.51,65.9,9229.4,36,3.02,7,1.02,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-03,7,1,78.818,96.447,2971.4,1563.2,1472,120.725,11763.4,8.4,63.84,63.762,10430.8,42,3.02,8,1.02,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-10,7,2,80.664,96.7744,3384.2,1788.4,1810.2,120.386,14454.8,9.1882,65.978,65.704,11792.6,39,3.02,12,1.02,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-17,7,3,79.87,96.741,4084.4,2060.6,2086.6,121.074,16675.4,10.5728,63.628,63.778,13669.2,41,3.02,8,1.02,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-24,7,4,81.018,97.4226,3963.4,2050.8,2183.6,120.176,17459.4,10.0824,62.8,63.424,14143.6,32,3.02,5,1.02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31,7,5,79.28,97.9718,3601.4,1857.8,1901.4,115.732,15212.2,9.7034,62.586,63.198,12068,42,3.02,10,0.25,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-07,8,1,77.516,97.3652,3271.2,1737.6,1808,97.478,14456.6,9.1546,57.328,58.178,10842,40,3.02,6,1.02,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-14,8,2,75.464,97.7334,3580.2,1944.6,2067.8,94.64,16537.6,9.98,58.252,59.244,13201.2,28,3.02,7,1.02,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-21,8,3,73.522,98.0114,3776.8,2094.6,2175,93.2,17409.8,9.9946,59.574,59.866,14870.2,40,3.02,10,1.02,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-28,8,4,72.288,98.2662,4242,2283.75,2240.5,91.642,17941.75,10.4385,59.826,60.042,15930,33,3.02,6,1.02,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-04,9,1,73.912,98.5892,4909.8,2484.4,2244.6,90.32,17981.6,11.21,60.228,60.022,16029.4,40,3.02,9,1.02,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-11,9,2,75.864,98.3492,4704.6,2364.8,2151.6,92.77,17234,10.7766,62.738,61.276,14752.8,32,3.02,9,1.02,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-18,9,3,77.748,98.1126,4295.2,2236.6,2085.2,93.842,16660.8,10.177,65.556,65.17,13552.6,35,3.02,7,1.02,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
