Date,month,week_each_month,Newcastle_Coal_Futures,USA_dollar,BCI,BDI,BPI,Ore_future,BPI03_TCA,C5,oil_now_price,oil_futures,P3A_03,Entry_of_coal_vessels,AWT_of_coal_vessels,Entry_of_noncoal_vessels,AWT_of_noncoal_vessels,each_month_week,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,each_month_week1,each_month_week2,each_month_week3,each_month_week4,each_month_week5,month1:each_month_week1,month2:each_month_week1,month3:each_month_week1,month4:each_month_week1,month5:each_month_week1,month6:each_month_week1,month7:each_month_week1,month8:each_month_week1,month9:each_month_week1,month10:each_month_week1,month11:each_month_week1,month12:each_month_week1,month1:each_month_week2,month2:each_month_week2,month3:each_month_week2,month4:each_month_week2,month5:each_month_week2,month6:each_month_week2,month7:each_month_week2,month8:each_month_week2,month9:each_month_week2,month10:each_month_week2,month11:each_month_week2,month12:each_month_week2,month1:each_month_week3,month2:each_month_week3,month3:each_month_week3,month4:each_month_week3,month5:each_month_week3,month6:each_month_week3,month7:each_month_week3,month8:each_month_week3,month9:each_month_week3,month10:each_month_week3,month11:each_month_week3,month12:each_month_week3,month1:each_month_week4,month2:each_month_week4,month3:each_month_week4,month4:each_month_week4,month5:each_month_week4,month6:each_month_week4,month7:each_month_week4,month8:each_month_week4,month9:each_month_week4,month10:each_month_week4,month11:each_month_week4,month12:each_month_week4,month1:each_month_week5,month2:each_month_week5,month3:each_month_week5,month4:each_month_week5,month5:each_month_week5,month6:each_month_week5,month7:each_month_week5,month8:each_month_week5,month9:each_month_week5,month10:each_month_week5,month11:each_month_week5,month12:each_month_week5
2019-09-25,9,4,75.736,98.4666,3730.6,2019.4,1893.4,93.102,15155.6,8.8774,63.152,62.982,12177.8,34,3.02,6,1.02,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-02,10,1,75.03,98.703,3153.2,1791.8,1687.5,92.354,13919.2,9.1008,59.222,58.688,11370,30,3.02,6,1.02,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-09,10,2,75.662,98.5426,3170.2,1859.4,1843.8,92.708,14775,9.3054,59.394,58.904,12923.2,38,3.02,6,1.02,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-16,10,3,75.276,97.6478,3159.4,1885.4,1898.75,91.404,15127.4,9.0938,59.322,59.368,13636.8,36,3.02,7,1.02,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-23,10,4,74.542,97.3092,2959.8,1803.4,1765.4,90.378,14155.2,9.0154,60.748,60.704,12452.4,42,3.02,11,1.02,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-30,10,5,72.346,97.3254,3027.2,1763,1576.8,88.632,12653.8,9.1038,60.226,61.138,11173.8,35,3.02,6,1.02,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-11-06,11,1,72.234,97.825,2721.6,1534,1373,82.318,11128,8.8748,62.39,62.326,9871.6,31,3.02,10,1.02,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,11,2,72.484,98.0608,2540.2,1357,1175.6,81.648,9439,8.7182,62.564,62.438,8257.2,31,3.02,10,1.02,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-20,11,3,73.956,97.8588,2495,1288.2,1122.6,83.362,9014.2,8.7554,63.762,62.622,7992.2,32,1.88,11,1.19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-27,11,4,73.854,98.2372,2955.6,1442.4,1148.6,84.435,9219,9.721,64.74,63.656,8503,29,3.02,8,1.02,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,12,1,72.462,97.6212,3312.2,1581.2,1321.2,88.186,10585,10.4598,64.714,62.504,9586.8,31,3.02,9,1.02,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-11,12,2,70.688,97.321,2869,1456.4,1424.6,91.952,11413.2,9.3264,66.498,64.346,10240,41,3.02,5,1.02,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,12,3,70.584,96.9868,2122.2,1218.2,1338.4,91.984,10717,7.551,68.902,66.058,8925.4,30,1.1,9,0.31,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-25,12,4,70.345,97.03675,1952,1096.5,1135.5,91.645,9075.5,7.617,68.836,67.4175,6265.5,36,2.6,8,1.43,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,1,71.025,96.37775,1576.5,941.5,1135.5,92.26,7448,7.0595,67.994,67.3225,4845,46,1.97,10,1.95,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,1,2,72.964,96.8576,1215.4,790.8,801,93.864,6033.4,7,67.93,66.594,3387.4,40,3.01,4,0.61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,1,3,73.672,97.107,869.6,763.6,816,94.562,6006.4,7.0656,64.112,64.432,3191.6,26,2.37,8,0.65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,1,4,69.96,97.4164,357,634.8,771,94.5775,5602.8,6.3372,62.2,63.146,3888.6,35,2.4,10,0.92,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,1,5,68.284,97.668,67.6,519,624,93.258,4279.4,6.1074,58.572,59.018,2683,36,3.36,8,0.06,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,2,1,72.408,98.1088,-167.8,439,532.6,80.488,3458.6,5.8744,54.594,54.618,2106.4,33,3.62,10,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,2,2,71.754,98.8382,-268.8,419.2,586.6,83.816,3941.4,5.6516,55.328,55.346,2975.6,29,3.53,3,0.26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,2,3,71.618,99.3794,-233,465.2,722.2,85.925,5164.6,5.8746,58.644,58.47,4422.2,30,4.59,11,0.99,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,2,4,69.638,98.733,-287,519,858.2,86.6,6388.2,5.503,54.242,53.476,5261.6,35,5.18,6,0.1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,3,1,69.52,96.8944,-333.2,573.2,981,88.634,7492.6,5.0326,50.702,50.03,5850.6,34,3.87,8,0.61,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,2,68.294,96.7958,-347,627.6,1046,89.484,8077.2,4.4902,34.098,34.888,6171.6,34,3.87,8,0.61,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,3,3,69.044,99.8623333333333,-262,621.333333333333,928.666666666667,89.984,7213.5,4.45433333333333,34.098,27.8866666666667,5617.5,34,3.87,8,0.61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
